From	Entry	Interacts with
P47869	P47869	P00533
P48039	P48039	P27797; A8MQ03; Q8IUG1; P49286; O76081; P57088
P48147	P48147	P04406
P48443	P48443	P12532; P02489; G5E9A7; Q14204; O14908-2; P42858; Q15777; F1D8P7; P55055; Q13133; Q13133-3; Q96RI1-1; Q9NRD5; P10276; P10276-2; P10826-2; P13631; Q7Z699; Q86WV8; P11473-2; Q91XC0
P48729	P48729	Q9BXL7; Q96SW2; Q5T0W9; Q9BQN1; Q9H4H8; Q2M2I3; Q8NEG4; A6ND36; Q6ZRV2; P08238; Q9UDY8; Q00987; O15151; P18754; Q13546; Q63629; Q9BXL7; Q5S007; Q00987
P48736	P48736	P05067; P15056; Q13370; P48736; O02696; Q3U6Q4; P68404-2
P49146	P49146	P10082; A5PKU2
P49286	P49286	P28335; P48039; O76081; Q14669
P49327	P49327	Q15848; Q16665; P42858; Q8IV20; Q8TBB1; PRO_0000045603 [Q99IB8]
P49336	P49336	P24863; Q01094; P02489; Q14204; Q92876
P49354	P49354	O00189; P49356; P01116-2; P53609; Q12974
P49356	P49356	P21549; Q9BWW8; Q8N5M1; Q8N4L8; G5E9A7; P49354; P31273; A5PL33-2; Q9H0W8; Q7Z699; O43711
P49674	P49674	P25054; O15169; O14640; O14641; Q92997; Q9BQ89; Q1W6H9; Q86UY5; P08238; P23508; Q00987; Q16625; O15055; O75382; P62258; Q04917; Q5T7W0; O70239; Q60838
P49721	P49721	Q9Y2T1; P42858; Q0VD86; Q7L273; A1A4E9; Q8IUB9; Q3LI72; Q3LI70; Q3SYF9; Q9Y244; P25786; P20618; P49720; P28074
P49759	P49759	P60409; O76083; P61981; Q8N2M8; P49760; Q92997; P60371; P60409; Q8TBB1; O76083-2; O14492-2; A7MD48; Q07955; O75494; P84103; Q16629; P62995
P49760	P49760	Q9BZE9; Q8WUQ7; Q8N2M8; P49759-3; P49760; P49761; Q8N684; Q96D03; P42892; Q08426; Q53SE7; Q9BX10; O95198; Q8TBB1; Q9P127; Q9BYD3; Q9UBU9; P04553; Q8NAV1; Q14498; O76064; D3DU92; Q15287; Q9BUV0; O00560; Q8TAD8; P08621; P78362; Q8IYB3; P84103; B2RWP4; P14373; Q86XT4; Q01081-2; Q7KZS0; Q96MU7; P61981; P52737; O14978; Q96PQ6; Q53GI3; Q8TD17; Q9C0F3; Q8IYI8; Q8WTR7; Q8N8L2; Q96NG5; Q96H86; Q9H5H4; Q96EG3; Q15696; Q9Y5A6; A0A0S2Z4Z6; Q8IYB3; Q12380; Q05947
P49761	P49761	Q8IWX8; Q8N2M8; P49760; P49761; Q96D03; P17509; P09629; P09017; P08238; Q0VD86; Q8TBB1; Q5M9Q1; Q9UBU9; P29728; P29728-2; P38159; P0DJD3; Q15415; O76064; Q15287; Q9BUV0; P10523; O00560; O14492-2; Q8TAD8; Q16560-2; P78362; O75494; P84103; Q9BRL6-2; O43463; Q9BSI4; P62995; P62258; P61981; O14978; Q8WTR7; Q9ULD5; Q9Y2P0
P49840	P49840	PRO_0000000093 [P05067]; O15169; Q9Y2T1; P15056; O75398; Q6P3S6; Q92837; Q9P0R6; P08238; P42858; O75581; P10636-8; Q14596; P62258; P61981; Q8IUH5
P49841	P49841	P31749; P31751; PRO_0000000093 [P05067]; O15169; Q9Y2T1; Q96G01; O75952-3; O75952-5; P35222; Q5VWQ8; Q5VWQ8-2; Q9NYF0; O75398; Q13144; Q92837; Q9P0R6; P13807; O75581; Q5S007; P10636; P10636-8; Q14596; Q8N4C6; P17612; Q01201; Q13485; Q9NRG4; O95863; P37840; Q6J9G0; P04637; Q14134; O95071; P67809; P16989; P63104; Q8IX07; O35625; Q14DJ8; Q02248; Q811T9; P63085; P0DTC9; P05067; P35637; P01106; Q8BMD2-1
P50052	P50052	PRO_0000032459 [P01019]; P35625
P50225	P50225	O00204
P50406	P50406	P06241; P46821; P51513
P50579	P50579	P21917; Q96LA5; Q9HBH5
P50613	P50613	P24941; P11802; P08238; Q96SB4; P78362; O00267
P50750	P50750	Q13535; Q8WXE1; O60885-1; O60563; O60583; O60583-1; O60583-2; Q16543; Q9HAW4; Q9NR30; Q13451; O94992; P07900; P08238; Q6NYC1; Q4G0J3; P53041; P40763; P04608; P28799; P28799-2; Q6XYB7-2
P51451	P51451	P10275; Q8NDB2; Q13490; P46109; O43281; O43281-2; P00533; Q96Q35-2; P51114-2; P51116; Q13480; Q13322-4; O75031; P08238; Q9UKT9; Q96N16; P10721; Q9UJV3-2; Q9NRD5; P27986-2; Q92569; P49023-2; O14796; Q13239-3; O14543; Q9BWW4; Q9UGK3; P40763; Q8IZU3; O95551; P08670; A0A0C4DGF1; B2RXF5; Q96BR9; Q6NX45
P51617	P51617	O43187; Q9Y616; Q15306; Q92985; Q99836; Q96FA3; Q9HAT8; Q8N2H9-2; Q13526; Q86WV6; P58753; Q9Y4K3; Q8VCW4; Q5D1E7
P51681	P51681	Q16570-2; Q92583; PRO_0000005165 [P13236]; P13501; P51681; P01730; P61073; P54849; O60831; O54081
P51812	P51812	Q02410; P46379-2; P67870; Q12959; P09471; P08238; O14901; Q86UL8; P28482; Q9HC98-4; Q15599; Q6P4D5-2; Q5T2W1; P27986-2; Q14160; Q7Z698; Q9P202; A1JU68
P51813	P51813	Q13490; P08238; P11309; P11309-2; Q16825; P40763; P62258
P51843	P51843	Q96G04; P62508; P62508-3; Q13285; P35398
P51955	P51955	Q9UJX5; P30260; Q5T7B8; P23508; Q8NG66; P36873-1; Q6GQ04; Q8NG66
P51956	P51956	P52735
P52333	P52333	Q969H0; Q07666; Q9UNF1; P55209; Q13485; P51532
P52564	P52564	Q5S007; Q16539; Q16236; Q9NRD5; O76024; P52564-1
P53350	P53350	P05067; O14965; Q9Y2T1; Q9NR09; P54132; Q6PGQ7; A1L170; Q14790; P30307; Q99741; Q71F23-1; Q76N32; O96017; P61962; O14641; P23588; Q92889; Q2NKX8; O60447; Q13158; Q9UKN8; Q9Y5Q8; Q9NYZ3; P08107; O95251; P49736; P33993; Q00987; Q8TD19; Q5HYW2; O75665; Q8IXK0; P53350; P49768-2; Q9H0H5; Q8IY92; O60271; Q92844; Q15583; P04637; Q12888; P30291; P62258; Q60838; P23804; P70399-1; PRO_0000045602 [Q99IB8]
P53355	P53355	O95816; Q14457; P62158; P53355; Q9Y2M5; Q9UHB6; Q38SD2; Q5S007; P27361; O75340; P14618; P14618-1; P63151; Q9UNE7
P53667	P53667	Q8WYQ4-2; P23528; P57058; O95835; P50281; Q13153; Q13177; Q8WYL5; P62258; P29066; P29067; P63319
P53671	P53671	Q16543; P08238; Q96C90; P62258
P53778	P53778	P05067; Q12959; Q15700; Q92796; P78352; Q15599; Q16512; P26045; P29074; Q14160; Q8IUQ4; Q13884
P53779	P53779	P49407; Q92526; P05412; P17535; Q04206
P54646	P54646	Q8IZP0-5; Q9NYB9; Q9NYB9-2; Q13155; Q9ULX6; P31749; A2BDD9; Q9Y2J4; Q9NYG5-2; Q92624; Q96B67; Q5T686; Q9P1Z2; Q13137; P0C7W6; Q9NPC3; Q00587-2; Q01850; O14627; Q8N684-3; O75638-2; A8MQ03; Q9NQM4; P50570; Q92997; Q9Y6C2-2; O95208-2; Q53EP0-3; Q6FG41; O75420; P08151; Q08379; Q9NYA3; O75791; P28799; Q6NT76; Q8IX15-3; Q13422-7; Q9UKT9; Q719H9; Q7L273; Q86T90; Q96L93-6; Q5T7B8-2; Q9BVG8; P08779; Q15323; Q8IUG1; P60411; Q96JM7; Q96JM7-2; P80188; Q9BRK4; Q13064; Q6PF18; Q9Y605; Q5JR59-3; P12524-2; Q15742; Q7Z6G3-2; Q15233-2; Q7Z3S9; Q96F24; Q86Y26; Q494U1-3; Q9NQX0; Q9Y478; O43741; P54619; P31321; P41219; Q86YV0; Q93062; Q04864-2; Q8HWS3; Q9Y3C5; Q7Z5V6-2; Q9UJW9; Q15477; Q9H6Q3; Q5JUK2; O43609; Q6ZMT1; Q15831; P15884; Q96CG3; Q08117; Q08117-2; Q15645; Q15654; Q9Y3Q8; O75385; Q9Y6N9-4; Q495M9; Q8N6Y0; Q9UK41-2; Q9H9H4; Q8N1B4; O76024; O00308; P62258; Q96BR9; Q9H0C1; Q9UDV6; Q8NF99; Q3MJ62; Q9WTK7
P54750	P54750	P42858
P54760	P54760	P52799; P54756; Q9UF33; Q15375; P01588
P54762	P54762	Q13322; P62993; Q14451
P54764	P54764	P20827; O43921; P52798; P52803; P98172; P52799; Q15768; P29323; P07148; P11172
P55011	P55011	P15311; O95747
P55055	P55055	Q92828; Q99750; O75376; P19793; P48443; Q07869-1; Q03181; P37231; P19793
P55072	P55072	Q9UKV5; Q9BZE9; A9UGY9; P54253; P54252; P54252-1; Q96LK0; O96017; O75175; Q13619; O60941; O60941-5; P26378-2; Q96J88-3; Q9UNN5; Q9UNN5-1; Q96CS3; O94868; P09471; P62993; P04792; P42858; Q8TBB1; Q8WZA0; Q9H7H0-2; Q9HC29; Q8TAT6; Q9UNZ2; Q96HA8; Q9Y263; Q07869; P62136; P07602-1; P25786; P62191; P26045; Q9Y4L5; Q96EQ8; O76064; P32969; Q9H0K1; Q8NBI5; Q16560-2; P46977; Q9Y4K3; P51668; B1AQ61; O94941; Q04323; Q96LJ8; Q5T124-6; P68543; Q14CS0; Q92575; Q9BZV1; Q9BZV1-2; O94888; O00124; Q92890; P63027; Q969W3; P55072; Q6GPH4; Q5VVQ6; P63104; P24278; Q9WTX6
P55157	P55157	P04114; Q4VIT4
P55211	P55211	O14727; Q13490; Q96CA5; Q6PIA0; P42574; P43146; Q13418; P98170; Q8XAL7; P55211-1
P56524	P56524	Q9H9E1; P10275; P15336; P41182; Q9HCU9; Q96JN2-2; Q01850; O95967; Q08379; P56524; Q15323; O76015; Q6A162; O95751; A9UHW6; Q5JR59; Q8ND90; Q6NUQ1; Q13761; P31947; P63279; P31946; P62258; P61981; Q04917; P27348; P63104; O54946-2; Q8AZK7; P08393; Q8WXK1; Q9BUH8; Q8TD16-2; Q9H2G9; A2RRN7; Q13137; Q86Z20; O95273; Q6NVV7; Q01850; Q86X02; Q8NHQ1; Q8WWB3; Q5JST6; O94868-3; A1L4K1; Q08379; A6NEM1; Q4V328; P54257; Q96ED9-2; O75031; Q0VD86; Q7Z3Y8; Q15323; Q14525; O76011; Q92764; Q6A162; O95751; Q02078-5; Q02080; Q06413; Q9UJV3-2; Q5JR59-3; Q8NI38; Q9NRD5; Q9Y2D8; Q9UBB9; Q08117-2; Q96RU7; P14373; Q9BZW7; Q8N1B4; P62258; Q9H0C1
P57059	P57059	Q9BRT9; Q68G74; Q14696; P78337; Q9NRG1; P62072; P62258; P63104
P57078	P57078	Q13490; Q13489; O14641; Q9NWT6; P98170; Q9Y4H4; Q99932-2; B2RUY7
P60568	P60568	P01589; P14784
P61073	P61073	P25106; P51681; Q04900; P04233; P49682; P32302; Q16643; Q96J02-2; P35579; O60603; Q07266-1
P62508	P62508	Q05D60; Q9BVG8; P50222; P51843; Q12769; Q9UBK2; Q86YN6; A0MZ66; G2XKQ0; Q8NFM4; Q13315; Q86WA6-2; Q9BZE7; Q13555-5; Q05D60; Q5JST6; P11474; O95718-2; P62508-3; Q15024; O95990-4; Q8IZU1; Q14296; P23508; Q6IN84; P51843; Q15466; P48552; P26367; Q9NPJ4; P01189; Q9UBK2; P62195; Q8N0T1-2; Q04864-2; Q6NUQ1; A0MZ66-4; Q8TAD8; P19237; P48788; Q96PN7; Q96S82; Q5SQQ9-2; Q7Z4V0
P62942	P62942	P36896; Q9NZD4; P05067; P42345; Q92736; O15105; P36897; PRO_0000037309 [P0C6X7]; PRO_0000037312 [P0C6X7]; P11716
P62993	P62993	Q9P2A4; P42684; Q15027; O14672; Q13444; Q6UY14-3; Q15109; O95994; Q01484; Q86SG2; Q9BRR9; P52566; Q12774; Q03989; Q66PJ3-4; Q9ULH1; O43150; Q6XD76; P30530; P11274; Q14457; Q8WV28; O60885; P62324; Q6P1W5; P22681; Q13191; Q9BUN5-3; Q9Y5K6; Q8N684-3; P98082; P14868; Q16643; Q96D03; Q92841; O14490; Q9P1A6; Q9Y2H0; Q05193; P50570; Q14185; Q8N1I0; Q7L190; Q8N9I9; Q5JST6; P00533; Q9UI10; P54762; Q12929; P04626; P21860; Q15303; Q9UJM3; B7ZLH0; O15360; P21802; P21333; O75369; Q14315; Q13480; Q9UQC2; Q9H706; Q86UU5; Q9Y2X7; Q13322-4; P62993; P61978; Q8IX15-3; P11021; Q9UKT9; Q0VD86; Q13352; Q9NQC1-2; Q07666; Q6ZU52; P10721; Q9UIH9; P05787; Q3LI72; O43561; Q13094; P48357; P25791; Q8TE12; Q8TBB1; Q14693; Q5SQ64; Q9BRK4; P11137; Q13163; Q92918; Q8IVH8; Q9Y4K4; A0JLT2-2; Q9H204; A8MW99; Q9HB07; P35579; Q8WX92; Q16236; Q9GZT8; Q13177; Q9Y2D5; Q9NPB6-2; Q8N4B1-4; Q6ZUJ8; O00750; P42336; P27986; P27986-2; O00459; Q92569; P19174; O14939; Q6IQ23-2; Q5SXH7-1; Q96PV4; Q07869; Q08209; Q9Y478; O14744; B1AHC3; Q05397; P18031; Q06124; Q9Y2R2; Q9H3S7; P29350; P18433; O14522; Q15907; Q13905; P06400; Q9BWF3-2; Q04864; Q8NFH8; Q7L0Q8; Q9H0X6; Q15428; Q15427; Q9NRF2-2; Q9H788; Q9UPX8; Q9BYB0; P29353; P29353-1; Q8WXH5; O14512; Q07889; Q07890; Q8IUW3; O43597; O43295; O95630; O15056; Q6DHY5; Q8N1K5; Q8N1K5-1; Q08117; Q5BJH2-2; Q8NFB2; Q13829; Q07912; Q92973; O75674; Q13625-3; Q9ULW0; Q96RU7; P14373; O60636; P42681; Q06418; Q16851; P15498; Q9UKW4; P55072; A5D8V6; Q92558; O00401; Q9Y2W2; O43516; Q8TF74; Q9Y330; O15156; Q9UNY5; Q9BYN7; Q6S9Z5; Q6ZNG0; Q9BRT8; Q7Z783; P98078; P35570; Q7VLE8; Q9ESJ4; P34152; P35235; Q62245; Q810M5; O92972; PRO_0000037647 [P26662]; P27958; Q9UQC2-1; O43561-2; Q62245
P68400	P68400	P78563; O00170; P05067; Q86V38; Q8N7W2-2; P35226; O00257-3; Q8IYX3; P68400; P19784; P67870; Q5HYN5; Q9GZR7; P35659; Q92997; P20042; O75822; Q8N9E0; A0A0C3SFZ9; Q9NW75-2; Q9NWQ4-1; O15499; Q13547; Q92769; P09017; P08238; A0A0C4DFT8; Q14145; Q5T7B8-2; O60282; Q92876; Q9UBR4-2; Q68G74; Q9NQ69; Q96GA3; Q9H063; P43364-2; P50221; Q6FHY5; Q9BU76; P19338; P23511; P23511-2; Q02548; P26367; Q5T6S3; Q13526; P78356-2; P29590; Q9H307; P78424; O75400-2; Q14498; Q04864-2; Q04206; Q6ZNA4; Q99496; Q15287; P05386; P62269; P23396; Q01105; Q13435; Q96EB6; Q92504; O43623; P12931; Q08945; Q96MF2; P53999; Q9H7L9; O75683; Q96N21; Q9NVV9; Q9Y2W1; Q08117-2; Q8WV44; Q9H2G4; P18887; P31946; Q13360-2; Q8IYI8; Q96NG5; Q9BS34; Q6NSZ9-2
P78356	P78356	Q6NT76; Q15287; Q9C004; Q96GN5; P68400; Q9UBY9; Q9C086; Q16719-2; P40692; O43395; P20618; Q9NQG5; P52739-2; P47086
P78362	P78362	Q9UKV3; Q9NWB6; Q66PJ3; P50613; Q9Y3Y2; P49760; P49761; P38432; Q9NR30; Q7L014; P26196; Q14562; P51114-2; P51116; O60741; P07910; P17509; Q9NQ29; Q9Y383; Q9P127; Q9BU76; Q5C9Z4; Q9H0G5; Q8NAV1; P86480; Q86U06; Q14498; Q9Y5S9; Q86UR5; D3DU92; Q15287; Q96IZ7; Q7L4I2; Q8TAD8; Q8WVK2; P08621; Q8WXA9; Q8IYB3; Q07955; O75494; Q05519-2; Q8WXF0; P84103; Q13243; Q16629; Q9BRL6; Q9BRL6-2; Q13428; Q08117; Q13595; P62995; Q01081; Q01081-2; P26368; P26368-2; Q96MU7; P31946; Q15696; O43309; O15535; P0DTC9
P78417	P78417	P04792
P78527	P78527	O43918; P10275; Q96SD1; P14921; P50549; P09629; Q9BPZ7; Q96RI1-2; P10276; P17947; P13010; P12956; P61981; P25490
P80192	P80192	P08238; Q92993; Q8TAP4-4; P17252; Q15047-2; P62258; P61981
P98170	P98170	Q9Y3E2; A0A087WZT3; Q92851; Q92851-4; P42574; P55210; P55211; O14618; P61024; Q9NR28; Q9NR28-1; P63167; Q96FJ2; P19447; Q96CN9; P07686; O43464; P83110; P83110-1; P83110-2; P83105; Q17RB8; Q9Y5V3; Q96EZ8; Q9HC98; P46531; Q96HA8; Q4G0R1; O43447; Q8N3J5; P47897; P63000; P40937; O43353; P57078; Q06455-2; O43236-6; Q8IUQ4; Q9Y2D8; Q15750; Q5W5X9-3; P0CG48; P51668; P62837; P61077; P61088; Q13404; A5D8V6; P98170; Q3E793; PRO_0000021073 [Q9JIQ3]; P32502; Q9JIY5; P38340; Q01976
Q00534	Q00534	P41238; Q8N5C1; P24385; P30281; P51946; Q14094; Q16543; P38936; P42771; P42772; P42773; P55273; Q08050-1; P08238; Q5XKR4; Q01196; Q13485; Q16629; Q9C019
Q00535	Q00535	P61158; P05067; P23560-2; Q8TDN4; P14635; P24863; P30279; P30281; Q14094; Q15078; P38936; P46527; Q9UJC3; Q6FHY5; Q9Y6R0; P37231-2; P62937; O60260-5; Q5MJ70; A6NLX3; P20226; P09936
Q00536	Q00536	Q92624; Q8ND76; Q8ND76-1; Q8N7R7; Q00537; Q15436; P62258; P61981; P63104; O43829; P30281; O43829
Q00537	Q00537	A1A5D9; Q00536; P42772; Q9C005; P62258; P61981; P63104
Q00975	Q00975	P28702; O35430; P20650
Q00987	Q00987	P31749; P10275; P49407; P32121; Q9Y297; P42574; Q8N726; O96017; P48729; P48729-2; P48730; P49674; Q13616; Q9UER7; P78352; P68104; P03372; P15311; Q9UKB1; Q00688; Q9BVP2; Q9NVN8; Q5T7V8; P25098; Q9H2X6; P61978; Q8N9B5; P05412; P17535; Q9BY89; Q00987; O15151; Q15648; P19338; P06748; Q15466; P49757; Q96FW1; P53350; P29590; P29590-5; O15297; Q13362; P25788; P61289; Q9NS23; P06400; Q6PCD5; Q9Y4L5; P62913; P62829; P46777; P42677; Q71UM5; P23396; P62081; Q7LG56; Q7LG56-1; Q8N488; Q92736; P23297; P29034; P26447; P06703; P04271; Q01105; P04637; O15350; P0CG48; O75604; Q93009; P29067; Q06486; Q62446; Q61937; PRO_0000283876 [P0C6X5]; Q2HR73; Q6P5F9; Q6PCD5
Q01650	Q01650	P08195; P08195-1
Q01959	Q01959	P14416; O15354; Q9NRD5; Q99578; P37840; Q5T9L3; Q9EP80; Q5BJQ5
Q02108	Q02108	Q02153; Q02153-1
Q02127	Q02127	Q6ZMZ0; P49638
Q02156	Q02156	P05067; P15056; P08238; C6GKH1; Q9BPZ7; P17252; Q15349; P31947; P37840; P62258; P63104
Q02750	Q02750	Q8N9N5; Q8N9N5-2; Q9NR09; P15056; Q9Y297; O15519-1; P28482; P27361; Q13526; Q9H8W4; P04049; Q8WWU5-7; Q86Y07; Q86Y07-1; P46937; Q61097
Q02763	Q02763	Q15389; O15123; O15123-1; Q16678; Q05209; P23467; P08575; Q12913; Q15262; Q16827
Q03181	Q03181	P31749; O60341; P55055-1; Q13133; P42858; P60409; P02545; Q7Z699; Q96EG3
Q03405	Q03405	P03950; P00749; P54252; P06396; A0A6Q8PF08; Q7Z699
Q04206	Q04206	Q9NY61; P18847-3; O75531; O60885; P55212; P06307; Q96SN8; Q96JB5; P28329-3; O15111; Q8N668; Q92793; P52943; P68400; P35222; Q9UER7; Q08211; Q9H9B1; Q09472; P03372; P22607; Q99684; P06396; Q00403; Q13547; P46695; O14920; Q13568; Q9Y2K7; Q14145; Q99612; P13473-2; P25791; Q9BQ69; P53779; O00255-2; P14598; Q16236; P19838; PRO_0000030311 [P19838]; P25963; Q15653; O00221; P22736-1; Q96L73; O15294; Q53EL6; Q8N2W9; P67775; P30153; P17612; O75400-2; P62826; Q04864; Q04206; P23396; Q8WTS6; Q96EB6; Q8IXJ6; Q8N6T7; Q13485; O95863; O15524; P40763; Q13148; P21980; Q13625; Q13625-2; P0CG48; Q9UMX0; Q9UBK9; Q9Y649; Q9ESU6; O41974; Q8VIM5-1; Q8X834; B3CRR2; B3CTB0; P0C774; P69976; P10226; P31491; A0A384KL23; A0A2U2H0Y9; Q9NPC8; Q8VIM5-1; Q00653; P25963; Q15653; O00221; Q04864; Q01201; P35637; Q04864; P15884
Q04759	Q04759	Q06187; P06241; O76003; Q00613; P06239; Q8IVH8; Q05513; P35570
Q04771	Q04771	Q9UF33
Q04828	Q04828	P51857; P26045; Q7Z699
Q04912	Q04912	P26927; O43157; O15031; Q9ULL4
Q05397	Q05397	P56945; P46108; P00533; P29317; P06241; P62993; Q14451; P08631-2; P16144; O60711; P07948; Q92569; P25105; Q06124; Q9H3S7; P29350-3; Q9Y3E5; P49023; Q9NP31; P12931; Q96SB4; P42224; O43294; Q68CZ2; P04637; Q824H6; P05480; Q62219
Q05513	Q05513	Q15109; P31749; O95999; Q07021; P08238; P14598; P49757-1; Q9NPB6; Q9BYG5; Q9BYG4; P41743; Q04759; P40337; P16554
Q05586	Q05586	P05067; P35637; Q12879-1; Q13224; Q12959; P78352; Q62936
Q05655	Q05655	P05067; Q9BXL7; Q9H5V8; Q9NR28; P06241; P17677; C6GKH1; P24001-2; P19878; P12931; P11388; P04637; Q9H3D4; Q9UBQ0-2
Q05940	Q05940	Q6PL45-2; Q9BXR6; Q96DZ9-2; P25025; Q8TDV0; Q6N075; Q16617; P30825; Q9BVC6; Q96B49
Q06187	Q06187	Q13444; Q99856; Q8WV28; Q06187; P78347; P08238; Q9BVA0; P21145; P50222; Q04759; O60239; P42768
Q06278	Q06278	Q06278
Q06418	Q06418	P62993; Q96D42; P08238; Q9Y5K2; Q6A162; P60409; P60410; P60411; Q9BYR5; P26371; Q9BYQ4; Q99750; B2RUY7
Q06520	Q06520	Q9GZT8; P40763; O43704
Q07343	Q07343	Q13936; Q08499
Q07817	Q07817	Q92934; Q16611; Q9BXH1; Q07817; O43521; Q14457; P55957; Q13323; Q96LC9; P0C671; P15056; Q8IYJ2-2; Q9GZR5; Q9Y282; P27469; P22749; Q8NBJ4; Q5T7V8; Q9H2K0; Q9C000; P49810; Q9H6H4; Q6NTF9-3; Q7Z5B4-5; P78317; O15304; P37840; Q9H2V7; P56557; Q7KZS0; Q92934; Q16611; Q07812; Q9BXH1; Q07817-1; O43521; O43521-1; Q14457; P55957; Q13323; P10909-4; O00198; P42345; Q9C000; Q13794; Q7L3V2; O15304; O15304-1; P04637; Q13625; Q86Y07-1; Q61337; Q99ML1; O54918-3; P30429-2; Q99MI6; Q8BWF2; P02340
Q07869	Q07869	P02768-3; P55212; P45973; P06307; Q3L8U1-3; G5E9A7; P22607; P62993; Q14957; P06396; P42858; Q8WXH2; P13473-2; O75376; Q9Y618; Q13133; A0A6Q8PF08; P54725; P62826; Q7Z699; P37173; P55072; P55055-1; Q13133
Q07912	Q07912	P29972; P56945; P60953-2; Q00610; P07902; P62993; P08238; P16333; Q9HC98; Q7Z3S9; O60880; Q9Y5X1; Q07912; A8MQ03; Q9BQC3; P07902; Q92569; O60880; O14796
Q08289	Q08289	P56545-3; Q96MH2; O14744; Q8WUU8; Q13936
Q08345	Q08345	Q16832; O43639; Q06124; Q9UHD9
Q08493	Q08493	Q96D03; O15499; P26718; P50221; Q6FHY5; Q9UJX0; P26367; P30626; P59817; P30626
Q08499	Q08499	P32121; P38432; Q0D2H9; Q08AF8; P43360; Q07343; Q13077; P32121; P26769; P38432; Q96CV9; Q8IUH5
Q08881	Q08881	P04626; P48023; P08238; Q13094; P31947; P62258; P10686
Q09428	Q09428	Q14654
Q09470	Q09470	Q9BQE5; Q12959; P78352; Q9UPQ8; Q8TDT2; O15529; Q9Y5U9; Q8N5M9; Q16322; P22001; P21145; O43765; Q9NUH8; Q8N2M4; Q62936
Q12797	Q12797	O43681; O95994; P02818; P01037; Q5JRM2; P81605; P60022; Q8N5I4; Q14204; Q6UWR7; Q8NFU4; Q14512; Q9Y680; P22466; P01350; O43681; Q8NBJ4; Q8TDV5; Q96SL4; Q8TED1; O15499; Q02747; P42858; Q9HBE4; Q9Y5Q6; Q9NZI2-2; Q9Y2W7; Q6PIL6; Q92876; P80188; P30533; P01374; Q9NX40; Q6UW60; P04085-2; Q9NWW9; Q9H8W4; Q59EV6; Q96NZ9; A5D903; P02812; P01270; P21246; Q15293; Q8NC24; O60930; P0DMR2; P34741; Q15428; Q96EQ0; Q3SXP7; Q86UW2; P58511; Q96E16; P08294; P00995; Q9NRX6; Q9Y320; O14763; A0A384ME17; Q96J42; O75310; Q8WWY7; Q8TCV5; O60844; A0A087WZY1; A0A1U9X8X8; P42858
Q12809	Q12809	Q03135; Q12809; Q9BZ67
Q12851	Q12851	Q13233; Q9NUX5
Q12852	Q12852	P00533; Q70Z53
Q12879	Q12879	Q12959; Q92796; P78352; Q07954; Q86UL8; Q14160; Q62936; P31016; Q9WU22; Q05586-1
Q13131	Q13131	Q9NYB9; O14503; O14627; Q13363-2; O95073; Q08379; Q6NT76; Q8IX15-3; P08238; Q9UKT9; Q8NBZ0; Q6A162; Q96JM7; Q5JR59; Q8IXK0; Q96PV4; Q9Y478; O43741; P54619; Q93062; Q8HWS3; Q9UFD9; Q9HAT0; Q9Y2D8; Q9NVV9; Q08117; P14373; Q15654; Q9Y3Q8; Q5T124; Q9H9H4; Q8N1B4; P46937; O96006
Q13133	Q13133	O60869; O60341; Q99750; Q15788; O75376; Q07869; Q07869-1; Q03181; P37231; P19793; P28702; P48443; O43463; P42858; Q99750; O95817; G5E9A7; O95872; P02545; Q99750; P28702; P28702-3; P48443; Q7Z699
Q13153	Q13153	P11117; P35611; Q15052; Q14155; Q9H0W9-3; P60953; P21127; P63167; Q6NZ36-4; Q9Y2X7; Q14161; Q13322-4; Q9Y2M5; Q14847-2; P53667; Q15759; O43639; Q9Y239; P46531; P32243-2; Q15365; Q8N490-3; P63000; P63000-1; P04049; Q8WZ73-3; Q9H4E5; Q7L0Q8; Q92963; Q9NTN9-3; Q96BD6; O75558; O60506-4; O15273; Q8TDR4; Q9BXU0; O60830; Q96A04; Q9H892-2; Q96EF9; Q8N0Y2-2; B3KX85; P60766; P62999; P63001; Q5PP90; Q13153-1; Q15365; Q7L0Q8
Q13163	Q13163	Q3SXR2; Q9H596; P62993; Q96NT3-2; P08238; Q8N448; Q9Y2U5; Q99759; Q13164; Q99471; Q13501; Q9BUY5; Q6ZNG0
Q13164	Q13164	O95816; P15056; Q16204; Q13163; Q02078-6; P29590; O00762; Q5TZN3; P17029; Q12156; P53286; Q12055
Q13177	Q13177	Q9NYB9-2; Q15052; Q14155; P55210; P60953; Q9Y2X7; Q14161; P62993; P08631; P42858; P53667; P16333; O43639; Q13177; P63000; P04049; Q9H4E5; Q8TEJ3; Q9BX66; O94875; O60504; P12931; O55043; Q5PP90
Q13188	Q13188	Q8IZU0; Q53SE7; O95166; Q9H0R8; P60520; Q99259; Q8WXH2; Q9GZQ8; Q9BXW4; Q9H8S9; Q7L9L4; Q86TA1; Q9H8W4; P04049; Q9NS23-2; P50749; Q86WH2; Q9H2L5; Q8WWW0; Q8WWW0-1; Q6ZTQ3; Q9H4B6; Q14BN4; Q8TAD8; Q13188; Q13043; P0C1Z6; P0C1Z6-2; Q13077
Q13224	Q13224	Q9UQM7; Q12959; Q15700; Q92796; P78352; Q05586-1; Q14160; Q62936; P31016; P62139
Q13233	Q13233	P15056; P61962; O75369; P08238; P45985; Q12851; P62258
Q13255	Q13255	P52294
